2020-11-04 13:44:33,4C:F1,2020-11-04 13:42:29,NORMAL,25.0,41.0,16.24,27,2,2020-11-04 13:43:25,63,6.29,10,2,2020-11-04 13:43:25,63
2020-11-04 13:44:43,4C:F1,2020-11-04 13:42:29,NORMAL,24.8,41.0,16.1,26,2,2020-11-04 13:43:25,73,6.12,10,2,2020-11-04 13:43:25,73
2020-11-04 13:44:48,4C:F1,2020-11-04 13:42:29,NORMAL,24.8,41.1,16.21,27,2,2020-11-04 13:43:25,78,6.17,10,2,2020-11-04 13:43:25,78
2020-11-04 13:44:53,4C:F1,2020-11-04 13:42:29,NORMAL,24.8,41.2,16.24,27,2,2020-11-04 13:43:25,83,6.26,10,2,2020-11-04 13:43:25,83
2020-11-04 13:44:58,4C:F1,2020-11-04 13:42:29,NORMAL,24.7,41.2,16.11,26,2,2020-11-04 13:43:25,88,6.26,10,2,2020-11-04 13:43:25,88
2020-11-04 13:45:03,4C:F1,2020-11-04 13:42:29,NORMAL,24.7,41.3,16.11,26,2,2020-11-04 13:43:25,93,6.24,10,2,2020-11-04 13:43:25,93
2020-11-04 13:45:08,4C:F1,2020-11-04 13:42:29,NORMAL,24.6,41.3,15.95,26,2,2020-11-04 13:43:25,98,6.13,10,2,2020-11-04 13:43:25,98
2020-11-04 13:45:13,4C:F1,2020-11-04 13:42:29,NORMAL,24.6,41.3,16.01,26,2,2020-11-04 13:43:25,103,6.24,10,2,2020-11-04 13:43:25,103
2020-11-04 13:45:18,4C:F1,2020-11-04 13:42:29,NORMAL,24.6,41.4,16.16,26,2,2020-11-04 13:43:25,108,6.18,10,2,2020-11-04 13:43:25,108
2020-11-04 13:45:23,4C:F1,2020-11-04 13:42:29,NORMAL,24.5,41.4,16.11,26,2,2020-11-04 13:43:25,113,6.24,10,2,2020-11-04 13:43:25,113
2020-11-04 13:45:28,4C:F1,2020-11-04 13:42:29,NORMAL,24.5,41.5,16.02,26,2,2020-11-04 13:43:25,118,6.17,10,2,2020-11-04 13:43:25,118
2020-11-04 13:45:33,4C:F1,2020-11-04 13:42:29,NORMAL,24.5,41.6,15.94,26,2,2020-11-04 13:43:25,123,6.55,10,2,2020-11-04 13:43:25,123
2020-11-04 13:45:38,4C:F1,2020-11-04 13:42:29,NORMAL,24.5,41.7,16.31,27,2,2020-11-04 13:43:25,128,6.31,10,2,2020-11-04 13:43:25,128
2020-11-04 13:45:43,4C:F1,2020-11-04 13:42:29,NORMAL,24.4,41.7,16.26,27,2,2020-11-04 13:43:25,133,6.25,10,2,2020-11-04 13:43:25,133
2020-11-04 13:45:48,4C:F1,2020-11-04 13:42:29,NORMAL,24.4,41.7,15.95,26,2,2020-11-04 13:43:25,138,6.22,10,2,2020-11-04 13:43:25,138
2020-11-04 13:45:53,4C:F1,2020-11-04 13:42:29,NORMAL,24.3,41.7,16.39,27,2,2020-11-04 13:43:25,143,6.12,10,2,2020-11-04 13:43:25,143
2020-11-04 13:45:58,4C:F1,2020-11-04 13:42:29,NORMAL,24.3,41.8,16.14,26,2,2020-11-04 13:43:25,148,6.3,10,2,2020-11-04 13:43:25,148
2020-11-04 13:46:03,4C:F1,2020-11-04 13:42:29,NORMAL,24.3,41.8,16.07,26,2,2020-11-04 13:43:25,153,6.3,10,2,2020-11-04 13:43:25,153
2020-11-04 13:46:08,4C:F1,2020-11-04 13:42:29,NORMAL,24.2,41.9,16.2,27,2,2020-11-04 13:43:25,158,6.13,10,2,2020-11-04 13:43:25,158
2020-11-04 13:46:13,4C:F1,2020-11-04 13:42:29,NORMAL,24.2,41.9,16.23,27,2,2020-11-04 13:43:25,163,6.2,10,2,2020-11-04 13:43:25,163
2020-11-04 13:46:18,4C:F1,2020-11-04 13:42:29,NORMAL,24.2,42.0,16.28,27,2,2020-11-04 13:43:25,168,6.22,10,2,2020-11-04 13:43:25,168
2020-11-04 13:46:23,4C:F1,2020-11-04 13:42:29,NORMAL,24.2,42.1,16.1,26,2,2020-11-04 13:43:25,173,6.24,10,2,2020-11-04 13:43:25,173
2020-11-04 13:46:28,4C:F1,2020-11-04 13:42:29,NORMAL,24.2,42.1,16.12,26,2,2020-11-04 13:43:25,178,6.1,10,2,2020-11-04 13:43:25,178
2020-11-04 13:46:33,4C:F1,2020-11-04 13:42:29,NORMAL,24.1,42.1,16.15,26,2,2020-11-04 13:43:25,183,6.25,10,2,2020-11-04 13:43:25,183
2020-11-04 13:46:38,4C:F1,2020-11-04 13:42:29,NORMAL,24.1,42.1,16.15,26,2,2020-11-04 13:43:25,188,6.23,10,2,2020-11-04 13:43:25,188
2020-11-04 13:46:43,4C:F1,2020-11-04 13:42:29,NORMAL,24.1,42.2,16.1,26,2,2020-11-04 13:43:25,193,6.22,10,2,2020-11-04 13:43:25,193
2020-11-04 13:46:48,4C:F1,2020-11-04 13:42:29,NORMAL,24.0,42.1,16.01,26,2,2020-11-04 13:43:25,198,6.15,10,2,2020-11-04 13:43:25,198
2020-11-04 13:46:53,4C:F1,2020-11-04 13:42:29,NORMAL,24.0,42.2,16.37,27,2,2020-11-04 13:43:25,203,6.41,10,2,2020-11-04 13:43:25,203
2020-11-04 13:46:58,4C:F1,2020-11-04 13:42:29,NORMAL,24.0,42.3,16.24,27,2,2020-11-04 13:43:25,208,6.33,10,2,2020-11-04 13:43:25,208
2020-11-04 13:47:03,4C:F1,2020-11-04 13:42:29,NORMAL,24.0,42.3,15.95,26,2,2020-11-04 13:43:25,213,6.3,10,2,2020-11-04 13:43:25,213
2020-11-04 13:47:08,4C:F1,2020-11-04 13:42:29,NORMAL,24.0,42.3,16.07,26,2,2020-11-04 13:43:25,218,6.19,10,2,2020-11-04 13:43:25,218
2020-11-04 13:47:13,4C:F1,2020-11-04 13:42:29,NORMAL,23.9,42.3,16.25,27,2,2020-11-04 13:43:25,223,6.38,10,2,2020-11-04 13:43:25,223
2020-11-04 13:47:18,4C:F1,2020-11-04 13:42:29,NORMAL,23.9,42.3,16.4,27,2,2020-11-04 13:43:25,228,6.34,10,2,2020-11-04 13:43:25,228
2020-11-04 13:47:23,4C:F1,2020-11-04 13:42:29,NORMAL,23.9,42.4,16.2,27,2,2020-11-04 13:43:25,233,6.28,10,2,2020-11-04 13:43:25,233
2020-11-04 13:47:28,4C:F1,2020-11-04 13:42:29,NORMAL,23.9,42.4,16.0,26,2,2020-11-04 13:43:25,238,6.15,10,2,2020-11-04 13:43:25,238
2020-11-04 13:47:33,4C:F1,2020-11-04 13:42:29,NORMAL,23.9,42.5,16.0,26,2,2020-11-04 13:43:25,243,6.25,10,2,2020-11-04 13:43:25,243
2020-11-04 13:47:38,4C:F1,2020-11-04 13:42:29,NORMAL,23.9,42.5,16.06,26,2,2020-11-04 13:43:25,248,6.33,10,2,2020-11-04 13:43:25,248
2020-11-04 13:47:43,4C:F1,2020-11-04 13:42:29,NORMAL,23.8,42.5,16.21,27,2,2020-11-04 13:43:25,253,6.32,10,2,2020-11-04 13:43:25,253
2020-11-04 13:47:48,4C:F1,2020-11-04 13:42:29,NORMAL,23.9,42.6,16.12,26,2,2020-11-04 13:43:25,258,6.25,10,2,2020-11-04 13:43:25,258
2020-11-04 13:47:53,4C:F1,2020-11-04 13:42:29,NORMAL,23.8,42.6,16.23,27,2,2020-11-04 13:43:25,263,6.39,10,2,2020-11-04 13:43:25,263
2020-11-04 13:47:58,4C:F1,2020-11-04 13:42:29,NORMAL,23.8,42.6,15.92,26,2,2020-11-04 13:43:25,268,6.21,10,2,2020-11-04 13:43:25,268
2020-11-04 13:48:03,4C:F1,2020-11-04 13:42:29,NORMAL,23.8,42.7,16.04,26,2,2020-11-04 13:43:25,273,6.19,10,2,2020-11-04 13:43:25,273
2020-11-04 13:48:08,4C:F1,2020-11-04 13:42:29,NORMAL,23.8,42.7,16.04,26,2,2020-11-04 13:43:25,278,6.15,10,2,2020-11-04 13:43:25,278
2020-11-04 13:48:13,4C:F1,2020-11-04 13:42:29,NORMAL,23.8,42.7,15.95,26,2,2020-11-04 13:43:25,283,6.37,10,2,2020-11-04 13:43:25,283
2020-11-04 13:48:18,4C:F1,2020-11-04 13:42:29,NORMAL,23.8,42.7,16.04,26,2,2020-11-04 13:43:25,288,6.2,10,2,2020-11-04 13:43:25,288
2020-11-04 13:48:23,4C:F1,2020-11-04 13:42:29,NORMAL,23.8,42.8,16.06,26,2,2020-11-04 13:43:25,293,6.3,10,2,2020-11-04 13:43:25,293
2020-11-04 13:48:28,4C:F1,2020-11-04 13:42:29,NORMAL,23.7,42.7,16.08,26,2,2020-11-04 13:43:25,298,6.16,10,2,2020-11-04 13:43:25,298
2020-11-04 13:48:33,4C:F1,2020-11-04 13:42:29,NORMAL,23.7,42.7,16.12,26,2,2020-11-04 13:43:25,303,6.47,10,2,2020-11-04 13:43:25,303
2020-11-04 13:48:38,4C:F1,2020-11-04 13:42:29,NORMAL,23.7,42.8,16.0,26,2,2020-11-04 13:43:25,308,6.31,10,2,2020-11-04 13:43:25,308
2020-11-04 13:48:43,4C:F1,2020-11-04 13:42:29,NORMAL,23.7,42.9,16.17,26,2,2020-11-04 13:43:25,313,6.24,10,2,2020-11-04 13:43:25,313
2020-11-04 13:48:48,4C:F1,2020-11-04 13:42:29,NORMAL,23.7,42.9,16.07,26,2,2020-11-04 13:43:25,318,6.16,10,2,2020-11-04 13:43:25,318
2020-11-04 13:48:53,4C:F1,2020-11-04 13:42:29,NORMAL,23.7,42.9,15.98,26,2,2020-11-04 13:43:25,323,6.24,10,2,2020-11-04 13:43:25,323
2020-11-04 13:48:58,4C:F1,2020-11-04 13:42:29,NORMAL,23.7,42.9,16.01,26,2,2020-11-04 13:43:25,328,6.29,10,2,2020-11-04 13:43:25,328
2020-11-04 13:49:03,4C:F1,2020-11-04 13:42:29,NORMAL,23.6,42.9,16.02,26,2,2020-11-04 13:43:25,333,6.25,10,2,2020-11-04 13:43:25,333
2020-11-04 13:49:08,4C:F1,2020-11-04 13:42:29,NORMAL,23.6,42.9,15.96,26,2,2020-11-04 13:43:25,338,6.16,10,2,2020-11-04 13:43:25,338
2020-11-04 13:49:13,4C:F1,2020-11-04 13:42:29,NORMAL,23.6,43.0,16.11,26,2,2020-11-04 13:43:25,343,6.21,10,2,2020-11-04 13:43:25,343
2020-11-04 13:49:18,4C:F1,2020-11-04 13:42:29,NORMAL,23.6,43.0,16.23,27,2,2020-11-04 13:43:25,348,6.17,10,2,2020-11-04 13:43:25,348
2020-11-04 13:49:23,4C:F1,2020-11-04 13:42:29,NORMAL,23.6,43.0,16.02,26,2,2020-11-04 13:43:25,353,6.2,10,2,2020-11-04 13:43:25,353
